month,date_of_retrieval_,operator,plan,max_speed,plan_type,connection_type,contract_duration,price_of_plan,price_per_mbps
2015-10,5/10/2015,Starhub,Dual broadband 200mbps,200,Residential,Fixed Broadband,2 year contract,39.9,0.2
2015-10,5/10/2015,Starhub,Dual broadband 500mbps,500,Residential,Fixed Broadband,2 year contract,49.9,0.1
2015-10,5/10/2015,Starhub,Dual broadband 1000mbps,1000,Residential,Fixed Broadband,2 year contract,59.9,0.06
2015-10,5/10/2015,Starhub,Lvl 99 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 10mbps homepac,10,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 30mbps homepac,30,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 100mbps homepac,100,Residential,Fixed Broadband,2 year contract,39,0.39
2015-10,5/10/2015,M1,M1 300mbps homepac,300,Residential,Fixed Broadband,2 year contract,59,0.2
2015-10,5/10/2015,M1,M1 1000mbps homepac,1000,Residential,Fixed Broadband,2 year contract,39,0.04
2015-10,5/10/2015,M1,Gamepro 100,100,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,Gamepro 200,200,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,Gamepro 300,300,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 25mbps,25,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 50mbps,50,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 100mbps,100,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 200mbps,200,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 250mbps,250,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 300mbps,300,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 500mbps,500,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 1000mbps,1000,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,M1,M1 gamepro 1000,1000,Residential,Fixed Broadband,2 year contract,59,0.06
2015-10,5/10/2015,Super Internet,Basic residential service 100 mbps,100,Residential,Fixed Broadband,2 year contract,53.5,0.54
2015-10,5/10/2015,Super Internet,Home premium service 100 mbps,100,Residential,Fixed Broadband,2 year contract,133.75,1.34
2015-10,5/10/2015,Viewqwest,Fibernet raptor 200,200,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet raptor,na,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 100,100,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 150,150,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 200,200,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 300,300,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 400,400,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 500,500,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 600,600,Residential,Fibre,2 year contract,na,na
2015-10,5/10/2015,Viewqwest,Fibernet 1000,1000,Residential,Fibre,2 year contract,65,0.07
2015-10,5/10/2015,Viewqwest,Fibernet 2000,2000,Residential,Fibre,2 year contract,89.95,0.04
2015-10,5/10/2015,MyRepublic,Pure,na,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,MyRepublic,Pure hd,na,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,MyRepublic,Gamer,na,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,MyRepublic,200mbps,200,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,MyRepublic,Ultra 1gbps,1000,Residential,Fixed Broadband,2 year contract,49.99,0.05
2015-10,5/10/2015,MyRepublic,Gamer 1gbps,1000,Residential,Fixed Broadband,2 year contract,59.99,0.06
2015-10,5/10/2015,MyRepublic,Ultra 2gbps bundle,2000,Residential,Fixed Broadband,2 year contract,59.99,0.03
2015-10,5/10/2015,MyRepublic,Ultra 1 + 1 gbps,2000,Residential,Fixed Broadband,2 year contract,na,na
2015-10,5/10/2015,MyRepublic,Gamer 1 + 1 gpbs,2000,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 6mbps adsl,6,Residential,ADSL,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 10mbps adsl,10,Residential,ADSL,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 15mbps adsl,15,Residential,ADSL,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 150mbps fibre plan,150,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 200mbps fibre plan,200,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Singnet,Sn 300mbps fibre plan,300,Residential,Fibre,2 year contract,49.9,0.17
2015-11,2/11/2015,Singnet,Sn 500mbps fibre plan,500,Residential,Fibre,2 year contract,59.9,0.12
2015-11,2/11/2015,Singnet,Sn 1gbps fibre bundle,1000,Residential,Fibre,2 year contract,69.9,0.07
2015-11,2/11/2015,Singnet,Sn 1gbps unlimited fibre,1000,Residential,Fibre,2 year contract,50,0.05
2015-11,2/11/2015,Starhub,Maxinfinity ultimate,na,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Starhub,Maxonline home 10mbps cable,10,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Starhub,Maxonline home 25mbps cable,25,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Starhub,Cable home 50mbps cable,50,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Starhub,Cable home 100mbps cable,100,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,Starhub,Fibre home 100mbps,100,Residential,Fibre,2 year contract,62.9,0.63
2015-11,2/11/2015,Starhub,Fibre home 150mbps,150,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Starhub,Fibre home 200mbps,200,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Starhub,Fibre home 300mbps,300,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Starhub,Fibre home  500mbps,500,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Starhub,Fibre home 1000mbps,1000,Residential,Fibre,2 year contract,49.9,0.05
2015-11,2/11/2015,Starhub,Dual broadband 200mbps,200,Residential,Fixed Broadband,2 year contract,39.9,0.2
2015-11,2/11/2015,Starhub,Dual broadband 500mbps,500,Residential,Fixed Broadband,2 year contract,49.9,0.1
2015-11,2/11/2015,Starhub,Dual broadband 1000mbps,1000,Residential,Fixed Broadband,2 year contract,59.9,0.06
2015-11,2/11/2015,Starhub,Lvl 99 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 10mbps homepac,10,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 30mbps homepac,30,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 100mbps homepac,100,Residential,Fixed Broadband,2 year contract,39,0.39
2015-11,2/11/2015,M1,M1 300mbps homepac,300,Residential,Fixed Broadband,2 year contract,59,0.2
2015-11,2/11/2015,M1,M1 1000mbps homepac,1000,Residential,Fixed Broadband,2 year contract,39,0.04
2015-11,2/11/2015,M1,Gamepro 100,100,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,Gamepro 200,200,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,Gamepro 300,300,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 25mbps,25,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 50mbps,50,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 100mbps,100,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 200mbps,200,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 250mbps,250,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 300mbps,300,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 500mbps,500,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 1000mbps,1000,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,M1,M1 gamepro 1000,1000,Residential,Fixed Broadband,2 year contract,59,0.06
2015-11,2/11/2015,Super Internet,Basic residential service 100 mbps,100,Residential,Fixed Broadband,2 year contract,53.5,0.54
2015-11,2/11/2015,Super Internet,Home premium service 100 mbps,100,Residential,Fixed Broadband,2 year contract,133.75,1.34
2015-11,2/11/2015,Viewqwest,Fibernet raptor 200,200,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet raptor,na,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 100,100,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 150,150,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 200,200,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 300,300,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 400,400,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 500,500,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 600,600,Residential,Fibre,2 year contract,na,na
2015-11,2/11/2015,Viewqwest,Fibernet 1000,1000,Residential,Fibre,2 year contract,65,0.07
2015-11,2/11/2015,Viewqwest,Fibernet 2000,2000,Residential,Fibre,2 year contract,89.95,0.04
2015-11,2/11/2015,MyRepublic,Pure,na,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,MyRepublic,Pure hd,na,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,MyRepublic,Gamer,na,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,MyRepublic,200mbps,200,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,MyRepublic,Ultra 1gbps,1000,Residential,Fixed Broadband,2 year contract,49.99,0.05
2015-11,2/11/2015,MyRepublic,Gamer 1gbps,1000,Residential,Fixed Broadband,2 year contract,59.99,0.06
2015-11,2/11/2015,MyRepublic,Ultra 2gbps bundle,2000,Residential,Fixed Broadband,2 year contract,59.99,0.03
2015-11,2/11/2015,MyRepublic,Ultra 1 + 1 gbps,2000,Residential,Fixed Broadband,2 year contract,na,na
2015-11,2/11/2015,MyRepublic,Gamer 1 + 1 gpbs,2000,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 6mbps adsl,6,Residential,ADSL,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 10mbps adsl,10,Residential,ADSL,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 15mbps adsl,15,Residential,ADSL,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 150mbps fibre plan,150,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 200mbps fibre plan,200,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Singnet,Sn 300mbps fibre plan,300,Residential,Fibre,2 year contract,49.9,0.17
2015-12,1/12/2015,Singnet,Sn 500mbps fibre plan,500,Residential,Fibre,2 year contract,59.9,0.12
2015-12,1/12/2015,Singnet,Sn 1gbps fibre bundle,1000,Residential,Fibre,2 year contract,69.9,0.07
2015-12,1/12/2015,Singnet,Sn 1gbps unlimited fibre,1000,Residential,Fibre,2 year contract,50,0.05
2015-12,1/12/2015,Starhub,Maxinfinity ultimate,na,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Starhub,Maxonline home 10mbps cable,10,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Starhub,Maxonline home 25mbps cable,25,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Starhub,Cable home 50mbps cable,50,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Starhub,Cable home 100mbps cable,100,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,Starhub,Fibre home 100mbps,100,Residential,Fibre,2 year contract,62.9,0.63
2015-12,1/12/2015,Starhub,Fibre home 150mbps,150,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Starhub,Fibre home 200mbps,200,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Starhub,Fibre home 300mbps,300,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Starhub,Fibre home  500mbps,500,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Starhub,Fibre home 1000mbps,1000,Residential,Fibre,2 year contract,49.9,0.05
2015-12,1/12/2015,Starhub,Dual broadband 200mbps,200,Residential,Fixed Broadband,2 year contract,39.9,0.2
2015-12,1/12/2015,Starhub,Dual broadband 500mbps,500,Residential,Fixed Broadband,2 year contract,49.9,0.1
2015-12,1/12/2015,Starhub,Dual broadband 1000mbps,1000,Residential,Fixed Broadband,2 year contract,59.9,0.06
2015-12,1/12/2015,Starhub,Lvl 99 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 10mbps homepac,10,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 30mbps homepac,30,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 100mbps homepac,100,Residential,Fixed Broadband,2 year contract,39,0.39
2015-12,1/12/2015,M1,M1 300mbps homepac,300,Residential,Fixed Broadband,2 year contract,59,0.2
2015-12,1/12/2015,M1,M1 1000mbps homepac,1000,Residential,Fixed Broadband,2 year contract,39,0.04
2015-12,1/12/2015,M1,Gamepro 100,100,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,Gamepro 200,200,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,Gamepro 300,300,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 25mbps,25,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 50mbps,50,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 100mbps,100,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 200mbps,200,Residential,Fixed Broadband,2 year contract,29,0.15
2015-12,1/12/2015,M1,M1 250mbps,250,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 300mbps,300,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 500mbps,500,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 1000mbps,1000,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,M1,M1 gamepro 1000,1000,Residential,Fixed Broadband,2 year contract,49,0.05
2015-12,1/12/2015,Super Internet,Basic residential service 100 mbps,100,Residential,Fixed Broadband,2 year contract,53.5,0.54
2015-12,1/12/2015,Super Internet,Home premium service 100 mbps,100,Residential,Fixed Broadband,2 year contract,133.75,1.34
2015-12,1/12/2015,Viewqwest,Fibernet raptor 200,200,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet raptor,na,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 100,100,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 150,150,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 200,200,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 300,300,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 400,400,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 500,500,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 600,600,Residential,Fibre,2 year contract,na,na
2015-12,1/12/2015,Viewqwest,Fibernet 1000,1000,Residential,Fibre,2 year contract,65,0.07
2015-12,1/12/2015,Viewqwest,Fibernet 2000,2000,Residential,Fibre,2 year contract,89.95,0.04
2015-12,1/12/2015,MyRepublic,Pure,na,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,MyRepublic,Pure hd,na,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,MyRepublic,Gamer,na,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,MyRepublic,200mbps,200,Residential,Fixed Broadband,2 year contract,39.99,0.2
2015-12,1/12/2015,MyRepublic,Ultra 1gbps,1000,Residential,Fixed Broadband,2 year contract,49.99,0.05
2015-12,1/12/2015,MyRepublic,Gamer 1gbps,1000,Residential,Fixed Broadband,2 year contract,59.99,0.06
2015-12,1/12/2015,MyRepublic,Ultra 2gbps bundle,2000,Residential,Fixed Broadband,2 year contract,na,na
2015-12,1/12/2015,MyRepublic,Ultra 1 + 1 gbps,2000,Residential,Fixed Broadband,2 year contract,59.99,0.03
2015-12,1/12/2015,MyRepublic,Gamer 1 + 1 gpbs,2000,Residential,Fixed Broadband,2 year contract,69.99,0.03
2016-02,2/2/2016,Singnet,Sn 6mbps adsl,6,Residential,ADSL,2 year contract,na,na
2016-02,2/2/2016,Singnet,Sn 10mbps adsl,10,Residential,ADSL,2 year contract,na,na
2016-02,2/2/2016,Singnet,Sn 15mbps adsl,15,Residential,ADSL,2 year contract,na,na
2016-02,2/2/2016,Singnet,Sn 150mbps fibre plan,150,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Singnet,Sn 200mbps fibre plan,200,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Singnet,Sn 300mbps fibre plan,300,Residential,Fibre,2 year contract,49.9,0.17
2016-02,2/2/2016,Singnet,Sn 500mbps fibre plan,500,Residential,Fibre,2 year contract,59.9,0.12
2016-02,2/2/2016,Singnet,Sn 1gbps fibre bundle,1000,Residential,Fibre,2 year contract,69.9,0.07
2016-02,2/2/2016,Singnet,Sn 1gbps unlimited fibre,1000,Residential,Fibre,2 year contract,50,0.05
2016-02,2/2/2016,Starhub,Maxinfinity ultimate,na,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,Starhub,Maxonline home 10mbps cable,10,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,Starhub,Maxonline home 25mbps cable,25,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,Starhub,Cable home 50mbps cable,50,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,Starhub,Cable home 100mbps cable,100,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,Starhub,Fibre home 100mbps,100,Residential,Fibre,2 year contract,62.9,0.63
2016-02,2/2/2016,Starhub,Fibre home 150mbps,150,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Starhub,Fibre home 200mbps,200,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Starhub,Fibre home 300mbps,300,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Starhub,Fibre home  500mbps,500,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Starhub,Fibre home 1000mbps,1000,Residential,Fibre,2 year contract,49.9,0.05
2016-02,2/2/2016,Starhub,Dual broadband 200mbps,200,Residential,Fixed Broadband,2 year contract,39.9,0.2
2016-02,2/2/2016,Starhub,Dual broadband 500mbps,500,Residential,Fixed Broadband,2 year contract,49.9,0.1
2016-02,2/2/2016,Starhub,Dual broadband 1000mbps,1000,Residential,Fixed Broadband,2 year contract,59.9,0.06
2016-02,2/2/2016,Starhub,Lvl 99 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 10mbps homepac,10,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 30mbps homepac,30,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 100mbps homepac,100,Residential,Fixed Broadband,2 year contract,39,0.39
2016-02,2/2/2016,M1,M1 300mbps homepac,300,Residential,Fixed Broadband,2 year contract,59,0.2
2016-02,2/2/2016,M1,M1 1000mbps homepac,1000,Residential,Fixed Broadband,2 year contract,39,0.04
2016-02,2/2/2016,M1,Gamepro 100,100,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,Gamepro 200,200,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,Gamepro 300,300,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 25mbps,25,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 50mbps,50,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 100mbps,100,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 150mbps,150,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 200mbps,200,Residential,Fixed Broadband,2 year contract,29,0.15
2016-02,2/2/2016,M1,M1 250mbps,250,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 300mbps,300,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 500mbps,500,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 1000mbps,1000,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,M1,M1 gamepro 1000,1000,Residential,Fixed Broadband,2 year contract,49,0.05
2016-02,2/2/2016,Super Internet,Basic residential service 100 mbps,100,Residential,Fixed Broadband,2 year contract,53.5,0.54
2016-02,2/2/2016,Super Internet,Home premium service 100 mbps,100,Residential,Fixed Broadband,2 year contract,133.75,1.34
2016-02,2/2/2016,Viewqwest,Fibernet raptor 200,200,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet raptor,na,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 100,100,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 150,150,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 200,200,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 300,300,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 400,400,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 500,500,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 600,600,Residential,Fibre,2 year contract,na,na
2016-02,2/2/2016,Viewqwest,Fibernet 1000,1000,Residential,Fibre,2 year contract,65,0.07
2016-02,2/2/2016,Viewqwest,Fibernet 2000,2000,Residential,Fibre,2 year contract,89.95,0.04
2016-02,2/2/2016,MyRepublic,Pure,na,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,MyRepublic,Pure hd,na,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,MyRepublic,Gamer,na,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,MyRepublic,200mbps,200,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,MyRepublic,Ultra 1gbps,1000,Residential,Fixed Broadband,2 year contract,49.99,0.05
2016-02,2/2/2016,MyRepublic,Gamer 1gbps,1000,Residential,Fixed Broadband,2 year contract,59.99,0.06
2016-02,2/2/2016,MyRepublic,Ultra 2gbps bundle,2000,Residential,Fixed Broadband,2 year contract,na,na
2016-02,2/2/2016,MyRepublic,Ultra 1 + 1 gbps,2000,Residential,Fixed Broadband,2 year contract,59.99,0.03
2016-02,2/2/2016,MyRepublic,Gamer 1 + 1 gpbs,2000,Residential,Fixed Broadband,2 year contract,69.99,0.03
2016-03,1/3/2016,Singnet,Sn 6mbps adsl,6,Residential,ADSL,2 year contract,na,na
2016-03,1/3/2016,Singnet,Sn 10mbps adsl,10,Residential,ADSL,2 year contract,na,na
2016-03,1/3/2016,Singnet,Sn 15mbps adsl,15,Residential,ADSL,2 year contract,na,na
2016-03,1/3/2016,Singnet,Sn 150mbps fibre plan,150,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Singnet,Sn 200mbps fibre plan,200,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Singnet,Sn 300mbps fibre plan(fibre entertainment),300,Residential,Fibre,2 year contract,49.9,0.17
2016-03,1/3/2016,Singnet,Sn 500mbps fibre plan,500,Residential,Fibre,2 year contract,59.9,0.12
2016-03,1/3/2016,Singnet,Sn 1gbps fibre bundle,1000,Residential,Fibre,2 year contract,69.9,0.07
2016-03,1/3/2016,Singnet,Sn 1gbps unlimited fibre,1000,Residential,Fibre,2 year contract,50,0.05
2016-03,1/3/2016,Starhub,Maxinfinity ultimate,na,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,Starhub,Maxonline home 10mbps cable,10,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,Starhub,Maxonline home 25mbps cable,25,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,Starhub,Cable home 50mbps cable,50,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,Starhub,Cable home 100mbps cable,100,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,Starhub,Fibre home 100mbps,100,Residential,Fibre,2 year contract,62.9,0.63
2016-03,1/3/2016,Starhub,Fibre home 150mbps,150,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Starhub,Fibre home 200mbps,200,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Starhub,Fibre home 300mbps,300,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Starhub,Fibre home  500mbps,500,Residential,Fibre,2 year contract,na,na
2016-03,1/3/2016,Starhub,Fibre home 1000mbps,1000,Residential,Fibre,2 year contract,49.9,0.05
2016-03,1/3/2016,Starhub,Dual broadband 200mbps,200,Residential,Fixed Broadband,2 year contract,39.9,0.2
2016-03,1/3/2016,Starhub,Dual broadband 500mbps,500,Residential,Fixed Broadband,2 year contract,49.9,0.1
2016-03,1/3/2016,Starhub,Dual broadband 1000mbps,1000,Residential,Fixed Broadband,2 year contract,59.9,0.06
2016-03,1/3/2016,M1,M1 10mbps homepac,10,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,M1,M1 30mbps homepac,30,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,M1,M1 100mbps homepac,100,Residential,Fixed Broadband,2 year contract,39,0.39
2016-03,1/3/2016,M1,M1 300mbps homepac,300,Residential,Fixed Broadband,2 year contract,na,0.2
2016-03,1/3/2016,M1,M1 1000mbps homepac,1000,Residential,Fixed Broadband,2 year contract,49,0.04
2016-03,1/3/2016,M1,Gamepro 100,100,Residential,Fixed Broadband,2 year contract,na,na
2016-03,1/3/2016,M1,Gamepro 200,200,Residential,Fixed Broadband,2 year contract,na,na
